Stars,Title,Date,Review Body
5,Best Purchase this single middle aged woman ever bought,2021/8/12,"I was scared to use this because I don't know how to use jumper cables. This is SO easy to use. It came charged to 88% capacity. You just plug it in to charge it. My car was completely dead. I attached the clamps and the unit registered 0% battery. I pushed to ""quick charge"" button, and my car started right up! SO easy to use. Light and very portable. It has ports to charge phone, tablets, etc., as well. ALL my friends are getting this for Christmas this year!"
5,Jump starter,2021/9/20,Used first time worked great. Went to start today car would not start. Charger would not work. Talked to Gary at Hillman told me how to reset.works great.  Hillman will work you through.  Thanks gary
5,Great jumper battery,2020/12/19,The Hulkman is a great jumper battery and can also be used as a battery back. It charges very quickly with the attachment it comes with. I really like the larger size display. It beats the 4 bars all the other jumper battery brands have. Built well and I highly recommend it.
5,I was excited to put this review! This product seemed awesome,2021/10/8,"Ok I have not used this for jumping any car, I just got it but you can tell outright based on the packaging that this product is gonna be solid. Let me start with the build of the product, I got mine with 70% charge and the whole item feels solid and well built. I hope I don’t get to use it , but for emergency I wouldn’t wanna take any chances."
5,"Easy to use, worked on a F150 no problem.",2020/12/28,"The jump starter was incredibly easy to use. Charged it up out of the box and have used it to start a pickup, a small 4 wheeler, a tractor, and a lawn mower already. Great gadget to keep in the truck with you as you'll never know when you might need it. Will be carrying it with me into the boat too!"
5,Great quality,2020/12/9,"I saw this on Rich Rebuilds and compared it to other portably jump starters. Great power/capacity, easy to use with big screen and clear graphics/instructions. Just needs a carry case instead of keeping it in the box."
5,And the winner is!!!,2021/9/25,"Excellent choice after searching all other similar products, you can't go wrong on this one. The quality is there, no short cuts on production on this! At the outset of unpacking i knew i was getting something of value. I haven't used them yet but I don't doubt it will do the job."
5,YOU NEED THIS!!!!,2022/1/12,"Had this in my truck in the storage compartment.  One afternoon my coworkers truck wouldn't start ( Silverado 1500 ). Connected this little gadget and within a FEW seconds,  BOOM........his truck cranked right up!! Would definitely recommend to anyone.  Never know when you'll have the opportunity to help someone out."
1,Will not connect to battery cables.,2021/12/11,Will not connect to battery cables.  I’m unable to connect the cable for the battery posts into the unit. I realize there’s two ways to insert and that you had the lineup the square peg which I did. Still doesn’t plug-in so I’m returning it. Very disappointed.
5,It works!!!,2021/8/14,"I've had other battery jump starters that can't hold a candle to the Hulkman. My battery was completely dead. Hooked up jump starter, had my daughter start car while I held down both buttons. Within a few seconds car started right up. Highly recommend this unit."
5,Whatabeast!,2021/10/24,I needed to replace a smaller unit that the batteries were starting to swell. Saw this Hulkman on Daily Deals that seem to fit the bill. WOW!! I've only used it a few times but it has started all almost instantly! I'm sure they have made a few more sales just from me jump-starting cars at work.
5,Works great! Override function is a must need for super dead batteries.,2021/5/4,"Worked great! Battery was on its last leg but needed a jump to get a new battery. I hooked it up to f550 v8 got an error 2 code which meant it needed to use the override function since the battery was too low. Pressed the two buttons and it was like a shock paddle, the truck light up instantly and started instantly. Best part it didn’t drain the whole thing only to 90%."
